symbol,y,x1,x2,x3,x4,underwriter,exchange
EQH,1.007,0.988,2710687,0.245,0.036,7-17-18-19,2
EVLO,1.025,1.000,85000,0.167,0.069,7-31-41,1
OBNK,1.019,1.066,131811,0.165,0.059,38-55,1
ROAD,1.018,1.083,146250,1.000,0.048,38-39-55,1
STXB,1.018,1.048,44000,0.211,0.076,35-55,1
ASLN,1.049,0.875,36900,0.187,0.034,4-56,1
BCML,1.009,1.036,65007,0.275,0.007,83-84,1
CBLK,1.046,1.300,197600,0.122,0.161,7-19,1
INSP,1.000,1.531,165307,0.333,0.113,2-8,2
UBX,1.078,1.118,95000,0.119,0.030,2-7-18,1
XSPL,1.056,1.102,7202,0.261,0.001,311,1
PRT,1.043,0.941,100000,0.514,0.131,2-32-37,2
DOCU,1.012,1.310,824600,0.143,0.153,7-19,1
GSHD,1.002,1.200,102360,0.696,0.061,8-19,1
SMAR,1.005,1.227,214064,1.000,0.168,3-7-10-19,2
LASR,1.033,1.438,138000,0.178,0.112,26-38,1
CDAY,1.037,1.314,606900,0.158,0.162,2-19,2
LEVL,1.062,1.036,34800,0.159,0.019,35-38,1
PVTL,1.003,1.117,619750,0.495,0.123,2-7-18,2
SURF,1.000,0.983,106200,0.261,0.102,2-41-48,1
EAF,1.031,0.983,516250,0.116,0.073,1-19,2
AGMH,1.083,1.100,7183,0.061,0.002,45,1
TIBRU,1.000,1.001,150150,0.800,0.036,30-89,1
OPESU,1.002,1.003,100300,0.775,0.066,99,1
DFBHU,1.004,1.000,250000,0.800,0.061,2-21,1
MUDSU,1.000,1.000,200000,0.800,0.000,30,1
MTECU,1.004,1.001,50050,0.772,0.035,99,1
GPAQU,1.002,1.000,125000,0.800,0.072,345,1
NEBUU,1.001,1.003,250749,0.800,0.020,2-21,1
LACQU,1.001,1.000,200000,0.800,0.064,7,1
