symbol,y,x1,x2,x3,x4,underwriter,exchange,t10,p30,t30,p1h,t1h,p1d,t1d
WDAY,1.025,1.716,1093137,1.000,0.093,2-7,1,7,1.025,7,1.025,7,1.069,337
WGP,1.030,1.235,466979,0.080,0.146,17-18,2,0,1.030,0,1.030,0,1.057,162
WHZ,1.068,1.050,336000,0.870,0.020,7-38,2,10,1.138,23,1.138,23,1.173,368
WK,1.053,1.000,100800,0.266,0.140,1-7,2,9,1.053,9,1.053,9,1.053,9
WLH,1.072,1.045,227244,0.323,0.137,1-18,2,-4,1.072,-4,1.072,-4,1.072,-4
WLKP,1.012,1.262,340650,0.887,0.130,17-32,2,0,1.012,0,1.012,0,1.029,370
WMC,1.005,0.940,150400,0.774,0.166,3-18-19-21,2,0,1.005,0,1.005,0,1.005,0
WMS,1.012,1.003,232725,0.275,0.063,17-21,2,0,1.017,30,1.021,32,1.021,32
WNRL,1.031,1.091,330000,0.603,0.123,8-17,2,7,1.031,7,1.031,7,1.031,7
WPT,1.010,0.975,170625,0.531,0.074,8,2,0,1.017,22,1.017,22,1.017,22
WSR,1.000,1.000,26400,1.000,0.030,40-96,2,0,1.000,0,1.000,0,1.000,0
WUBA,1.171,1.247,233200,1.000,0.149,1-7-18,2,7,1.171,7,1.191,60,1.274,69
WWAV,1.009,1.118,437000,1.000,0.104,1-8-19,2,0,1.009,0,1.009,0,1.009,0
XON,1.064,1.319,210999,0.105,0.102,17-19,2,8,1.064,8,1.077,59,1.202,371
XRS,1.068,1.400,168000,0.081,0.086,1-7,2,4,1.124,26,1.124,26,1.124,26
XTLY,1.061,1.000,56300,0.254,0.085,19-21,2,9,1.074,13,1.150,50,1.261,120
XUE,1.030,1.505,192049,0.100,0.084,135,2,2,1.030,2,1.030,2,1.030,2
YELP,1.181,1.467,157371,1.000,0.166,2-18,2,0,1.181,0,1.181,0,1.181,0
YOKU,1.111,2.109,427887,0.009,0.098,135,2,4,1.111,4,1.111,4,1.407,131
ZAYO,1.046,1.132,452842,0.088,0.070,2-7-17,2,4,1.062,22,1.062,22,1.062,22
ZEN,1.046,1.267,126666,0.158,0.074,1-2-7,2,7,1.118,25,1.175,37,1.221,362
ZFC,1.005,0.965,115825,0.709,0.236,1-17-18-21,2,0,1.005,0,1.005,0,1.005,0
ZOES,1.010,1.832,149624,0.317,0.189,3-4-6-39,2,0,1.010,0,1.010,0,1.019,119
ZPIN,1.084,1.075,81401,1.000,0.090,1-32,2,9,1.116,17,1.116,17,1.116,17
ZTS,1.008,1.212,2712150,1.000,0.159,7-8-19,2,0,1.008,0,1.008,0,1.008,0
ZX,1.033,1.000,77400,0.062,0.073,7,2,0,1.033,0,1.033,0,1.033,0
ARWAU,1.003,1.001,72072,0.762,0.013,99,1,1,1.003,1,1.003,1,1.004,276
AUMAU,1.016,0.966,231840,0.800,0.031,18,1,7,1.016,7,1.016,7,1.018,135
BHACU,1.000,1.000,40000,0.755,0.025,99,1,0,1.000,0,1.000,0,1.002,92
CADTU,1.000,1.000,60000,0.767,0.034,69-99,1,0,1.000,0,1.000,0,1.000,0
CAMBU,1.004,1.000,70000,0.763,0.065,99,1,9,1.008,20,1.008,20,1.008,20
CNLMU,1.009,1.001,40040,0.757,0.037,99,1,0,1.009,0,1.009,0,1.009,0
GGACU,1.002,1.003,125374,0.772,0.035,99,1,2,1.002,2,1.002,2,1.002,2
HDRAU,1.007,0.978,78240,0.800,0.053,32,1,1,1.007,1,1.011,60,1.015,292
HRMNU,1.004,1.000,100000,0.759,0.048,30,1,5,1.008,18,1.008,18,1.008,18
QPACU,1.001,1.000,350000,0.800,0.058,21-30,1,0,1.001,0,1.001,0,1.001,0
ROIQU,1.002,1.000,125000,0.800,0.030,21,1,0,1.002,0,1.002,0,1.002,0
SMACU,1.007,1.000,40000,0.768,0.120,30,1,3,1.007,3,1.007,3,1.007,3
TFSCU,1.001,1.000,40000,0.772,0.062,99,1,3,1.001,3,1.001,3,1.003,334
TRTLU,1.004,1.000,185000,0.800,0.037,21,1,3,1.004,3,1.004,3,1.004,3
WLRHU,1.006,1.008,438480,0.800,0.016,8-21,1,0,1.006,0,1.011,58,1.017,79
FCAU,1.018,1.018,974399,0.068,0.003,2-17-19-32,2,10,1.018,10,1.018,10,1.032,355
RUN,1.019,0.933,233774,0.185,0.119,1-2-7,1,1,1.019,1,1.019,1,1.019,1
ZYNE,1.236,1.286,54000,0.343,0.041,3-4,1,10,1.236,10,1.236,10,1.236,10
XCOM,1.048,1.000,25000,0.292,0.040,31-41-57,1,6,1.048,6,1.048,6,1.048,6
MRUS,1.038,0.975,53625,0.357,0.035,3-18-92,1,1,1.088,22,1.101,55,1.101,55
AXSM,1.049,1.000,51000,0.296,0.012,96,1,5,1.049,5,1.049,5,1.049,5
HLI,1.006,1.083,238875,0.999,0.051,2-8,2,0,1.011,24,1.015,33,1.015,33
ATKR,1.041,0.984,189000,0.192,0.067,1-19-21,2,5,1.046,25,1.046,25,1.046,25
SRTSU,1.101,1.049,11540,0.158,0.010,16-94-294-295,1,0,1.101,0,1.101,0,1.127,75
KTOV,1.045,0.791,10298,0.830,0.013,253-294,1,0,1.045,0,1.045,0,1.045,0
AGLE,1.072,1.000,50000,0.387,0.044,31-32-37-41,1,9,1.072,9,1.072,9,1.072,9
NVCR,1.016,0.916,151200,0.091,0.075,19-21-48,1,0,1.016,0,1.016,0,1.016,0
CFCOU,1.006,1.004,602400,0.800,0.026,1-8-18,1,6,1.006,6,1.006,6,1.006,6
ARA,1.013,1.205,198750,0.252,0.163,2-8-17,2,9,1.017,22,1.019,38,1.034,85
PFNX,1.000,1.000,49999,0.433,0.018,6-33,3,0,1.000,0,1.000,0,1.000,0
RACE,1.016,1.154,1030500,0.091,0.140,8-32,2,1,1.016,1,1.016,1,1.016,1
MTCH,1.015,1.131,452333,1.000,0.000,8-19-110,1,1,1.032,27,1.032,27,1.097,130
SENS,1.088,1.000,45030,0.173,0.007,11-56,3,6,1.088,6,1.088,6,1.088,6
GBT,1.183,1.732,207900,0.216,0.213,2-7,1,5,1.183,5,1.183,5,1.367,220
SRAQU,1.006,1.000,450000,0.800,0.027,2-18-21,1,5,1.006,5,1.006,5,1.038,301
KURA,1.031,1.000,50000,0.301,0.011,18-56,1,0,1.031,0,1.031,0,1.031,0
CRVS,1.026,1.000,70500,0.230,0.064,1-41,1,1,1.026,1,1.026,1,1.026,1
SBPH,1.032,0.940,10377,0.130,0.024,6-43-113,1,0,1.032,0,1.032,0,1.042,64
DLTH,1.107,1.083,86666,0.239,0.045,6-31-38-39,1,7,1.107,7,1.107,7,1.112,68
PAACU,1.003,1.002,50100,0.743,0.041,99,1,0,1.007,28,1.007,28,1.007,28
ELMD,1.074,1.012,6885,0.216,0.014,94,3,1,1.074,1,1.074,1,1.074,1
PTI,1.000,1.000,50000,0.374,0.053,10-56,1,0,1.000,0,1.000,0,1.000,0
RGNX,1.058,1.375,190638,0.249,0.174,4-7-8,1,3,1.058,3,1.058,3,1.058,3
BRG,1.001,1.000,50000,0.767,0.023,40,3,0,1.006,15,1.006,15,1.006,15
PSTG,1.011,0.985,418499,1.000,0.126,2-7-17-110,2,1,1.016,12,1.016,12,1.016,12
SGRY,1.059,0.924,250701,0.297,0.125,2-3-8,1,0,1.059,0,1.059,0,1.083,113
PAVMU,1.000,2.000,10600,0.079,0.000,93-115-301,1,0,1.000,0,1.000,0,1.000,0
EDGE,1.034,1.055,84855,0.266,0.043,1-56,1,0,1.034,0,1.095,57,1.158,236
TPB,1.030,1.000,54000,0.338,0.054,41-120,2,0,1.030,0,1.030,0,1.040,65
CNFR,1.067,0.929,30225,0.416,0.017,31-38,1,1,1.067,1,1.067,1,1.087,84
FORK,1.023,1.030,20600,0.255,0.021,45-90,1,0,1.023,0,1.023,0,1.023,0
MIME,1.090,1.100,85250,0.144,0.177,2-3-10-17,1,3,1.090,3,1.090,3,1.090,3
PLNT,1.034,0.906,195750,0.383,0.233,1-3-8-19,2,3,1.034,3,1.079,60,1.116,130
FDC,1.001,1.024,2622400,1.000,0.041,7-8-18-116,2,1,1.001,1,1.001,1,1.001,1
EQBK,1.000,1.078,47045,0.283,0.031,35-55,1,0,1.000,0,1.011,57,1.011,57
VYGR,1.051,1.079,75500,0.192,0.018,4-41,1,8,1.172,25,1.172,25,1.189,272
MIRN,1.102,1.036,45312,0.312,0.032,18-56,1,4,1.102,4,1.102,4,1.102,4
IOTS,1.086,1.120,28000,0.338,0.009,12-57,1,0,1.086,0,1.143,33,1.143,33
GWRS,1.000,1.301,9469,0.060,0.005,14,1,0,1.000,0,1.000,0,1.000,0
PMTS,1.173,1.100,165000,0.266,0.065,2-31-108,1,5,1.186,14,1.186,14,1.218,195
MSBI,1.005,1.003,80270,0.245,0.057,34-35,1,1,1.005,1,1.005,1,1.005,1
PEN,1.022,1.333,160000,0.133,0.190,8-19,2,1,1.031,14,1.031,14,1.050,73
COE,1.069,1.026,46800,0.122,0.056,1-7,2,3,1.069,3,1.069,3,1.069,3
INST,1.014,1.000,70400,0.166,0.113,2-7,2,10,1.078,17,1.103,54,1.140,358
IRT,1.031,0.941,32000,0.415,0.035,6-33-96-206,2,8,1.031,8,1.062,32,1.062,32
MESO,1.120,0.938,56097,0.965,0.057,1-19,1,3,1.120,3,1.120,3,1.128,336
ACRS,1.003,1.085,59700,0.258,0.022,3-18,1,0,1.003,0,1.003,0,1.003,0
EDIT,1.028,1.125,106200,0.165,0.096,7-19,1,0,1.028,0,1.028,0,1.049,167
SUPV,1.013,1.045,293250,0.370,0.044,7-8,2,3,1.013,3,1.013,3,1.013,3
WVE,1.021,1.066,108693,0.305,0.025,3-56,1,0,1.050,29,1.050,29,1.050,29
NH,1.184,1.151,104715,0.054,0.019,3-41,1,5,1.304,25,1.304,25,1.304,25
RRR,1.035,0.949,504125,0.699,0.089,2-8-19-21,1,4,1.037,30,1.037,30,1.037,30
GMS,1.022,1.071,157500,0.175,0.152,1-17,2,1,1.022,1,1.022,1,1.022,1
BNTC,1.000,0.977,13500,0.888,0.003,13-31,1,0,1.000,0,1.000,0,1.000,0
CLACU,1.001,1.000,300000,0.800,0.027,18-21,1,0,1.001,0,1.001,0,1.001,0
RETA,1.085,1.005,60830,0.807,0.051,4-18-41,1,10,1.085,10,1.139,58,1.266,271
HCM,1.052,1.000,101250,1.000,0.039,8-21,1,10,1.052,10,1.052,10,1.052,10
ABTX,1.009,1.074,58630,0.209,0.060,39-55,1,0,1.015,27,1.015,27,1.041,293
BGNE,1.018,1.207,191202,1.000,0.091,2-7-41,1,7,1.018,7,1.018,7,1.018,7
SDPI,1.087,1.000,27000,0.415,0.019,14,3,0,1.087,0,1.087,0,1.143,356
YIN,1.014,1.022,103500,1.000,0.024,3,1,0,1.014,0,1.014,0,1.014,0
CLSD,1.056,1.143,57600,0.367,0.019,10-26-41,1,0,1.056,0,1.056,0,1.056,0
SQ,1.106,1.244,302400,1.000,0.140,2-7-19,2,6,1.106,6,1.204,54,1.204,63
FNTCU,1.001,1.000,100000,0.728,0.036,30,1,9,1.001,9,1.002,38,1.005,246
PFGC,1.047,1.000,275500,0.146,0.069,1-17,2,6,1.047,6,1.047,6,1.047,6
MGP,1.006,1.083,1137500,1.000,0.080,7-8-19-48,2,0,1.006,0,1.006,0,1.006,0
AIMT,1.257,1.094,175000,0.246,0.126,1-4-8,1,10,1.314,26,1.314,26,1.543,86
AFCO,1.027,0.875,42000,0.355,0.263,10-18-21-38-120,3,9,1.027,9,1.027,9,1.027,9
MBRX,1.056,1.498,13844,0.108,0.003,45-307,1,1,1.056,1,1.056,1,1.056,1
MDGN,1.004,1.000,11168,0.262,0.000,13-14,3,6,1.004,6,1.004,6,1.004,6
USFD,1.005,1.054,1077777,0.208,0.119,2-7-19-116,2,5,1.028,30,1.031,47,1.035,349
NBRV,1.036,1.111,102510,1.000,0.019,10-56,1,1,1.054,30,1.353,54,1.535,162
TEAM,1.014,1.318,608740,0.416,0.106,2-7,1,0,1.014,0,1.014,0,1.030,253
SCWX,1.035,0.992,111120,0.750,0.175,2-7-8-19,1,10,1.050,29,1.051,53,1.051,53
COTV,1.026,1.000,237500,0.139,0.176,2-19,2,0,1.026,0,1.026,0,1.026,0
NTLA,1.020,1.222,132000,0.171,0.133,1-3-56,1,0,1.036,21,1.064,41,1.091,88
CTMX,1.064,1.333,106666,0.191,0.006,3-8-41,1,4,1.064,4,1.064,4,1.064,4
CQH,1.005,0.980,705600,0.155,0.069,1-2-7-10,3,0,1.005,0,1.005,0,1.005,0
OASM,1.062,0.985,9356,1.000,0.010,69-96-253-294,1,0,1.062,0,1.062,0,1.062,0
SITE,1.029,1.221,256400,0.253,0.162,2-21-32,2,8,1.029,8,1.029,8,1.052,342
GRSHU,1.002,1.003,351050,0.800,0.016,21,1,0,1.002,0,1.002,0,1.046,359
UFAB,1.002,1.316,29375,0.259,0.010,14-309,3,1,1.002,1,1.002,1,1.122,256
KLREU,1.007,1.000,80000,0.800,0.024,99,1,0,1.007,0,1.007,0,1.007,0
PACEU,1.005,1.010,404000,0.800,0.043,18-21,1,9,1.005,9,1.005,9,1.010,348
ACIA,1.098,1.261,130500,0.126,0.173,2-8-21,1,7,1.101,26,1.101,26,1.101,26
ECACU,1.000,1.005,40200,0.753,0.087,30,1,0,1.000,0,1.000,0,1.003,123
MYOK,1.014,1.108,60247,0.207,0.052,1-41,1,10,1.023,11,1.023,11,1.023,11
SNDX,1.049,1.009,53284,0.253,0.046,7-18,1,1,1.056,21,1.056,21,1.056,21
VIVE,1.000,1.000,13500,0.265,0.011,96-103,1,0,1.000,0,1.000,0,1.028,181
SBBP,1.100,1.300,32500,0.118,0.004,8-26,1,0,1.100,0,1.100,0,1.100,0
AVXS,1.027,0.901,85595,0.212,0.048,2-3,1,0,1.027,0,1.027,0,1.027,0
FPI,1.001,0.982,52250,0.947,0.053,27-31-39,2,0,1.001,0,1.001,0,1.001,0
DMTX,1.012,0.969,69300,0.221,0.053,2-18,1,1,1.012,1,1.012,1,1.012,1
CCRC,1.189,1.097,10536,0.131,0.001,60-114,1,5,2.187,22,2.319,33,2.437,351
MPSX,1.058,0.992,212850,0.213,0.071,8-17,2,1,1.071,22,1.119,60,1.365,228
PLSE,1.065,1.032,20650,0.398,0.029,94-134,1,1,1.065,1,1.065,1,1.065,1
YRD,1.039,1.000,75000,1.000,0.058,1-7-44,2,1,1.039,1,1.039,1,1.039,1
LCAHU,1.001,1.000,250000,0.800,0.137,3-21,1,0,1.001,0,1.001,0,1.001,0
ONSIU,1.025,0.853,29866,0.256,0.073,3-17,1,0,1.025,0,1.025,0,1.025,0
ACIU,1.116,1.283,84660,0.108,0.078,1-3-56,1,10,1.134,16,1.191,47,1.191,47
AIRG,1.046,1.000,12000,0.207,0.092,16-40,1,0,1.046,0,1.046,0,1.046,0
AMMA,1.096,1.109,16633,0.333,0.008,45,1,0,1.096,0,1.096,0,1.096,0
APTI,1.051,1.462,140400,1.000,0.182,2-8-19,1,1,1.051,1,1.051,1,1.051,1
ATMR,1.070,1.084,26016,0.283,0.007,15,1,3,1.070,3,1.070,3,1.070,3
AZRX,1.012,0.920,4857,0.100,0.010,45-310,1,0,1.105,28,1.105,28,1.105,28
BOLD,1.000,1.267,95000,0.238,0.043,4-8-41,1,0,1.000,0,1.000,0,1.000,0
CPAAU,1.005,1.005,376875,0.800,0.013,2-21,1,10,1.007,11,1.007,11,1.033,188
CSTR,1.024,1.104,42807,0.239,0.027,34-35,1,0,1.024,0,1.024,0,1.024,0
EVBG,1.016,1.025,92250,0.279,0.116,1-8,1,0,1.041,21,1.063,60,1.259,327
FHB,1.007,1.052,510304,0.151,0.119,2-8-95,1,5,1.014,22,1.023,42,1.023,42
FLGT,1.183,1.023,38682,0.246,0.081,1-4,1,4,1.183,4,1.183,4,1.183,4
GEMP,1.005,0.925,27750,0.356,0.073,3-10-41,1,0,1.005,0,1.005,0,1.005,0
GSUM,1.077,1.173,102175,1.000,0.147,18-135,1,10,1.095,22,1.095,22,1.095,22
KNSL,1.038,1.125,118800,0.315,0.149,6-19,1,9,1.038,9,1.038,9,1.044,178
LTEA,1.000,1.136,11363,0.234,0.000,45-311,1,0,1.000,0,1.000,0,1.000,0
MACQU,1.001,1.000,50000,0.752,0.032,13-70,1,2,1.001,2,1.003,36,1.005,235
MEDP,1.012,1.224,197050,0.177,0.140,1-3,1,0,1.012,0,1.012,0,1.021,101
MIIIU,1.000,1.000,150000,0.781,0.134,30,1,0,1.000,0,1.000,0,1.000,0
MRAM,1.098,1.137,45500,0.400,0.034,26-57,1,0,1.098,0,1.098,0,1.098,0
NOVN,1.115,1.309,59040,0.268,0.009,4,1,3,1.205,25,1.286,40,1.286,40
NTNX,1.120,1.656,394055,1.000,0.172,2-7-19,1,7,1.132,22,1.174,57,1.487,253
OBLN,1.044,1.014,76050,0.313,0.067,11-26-32,1,0,1.044,0,1.044,0,1.044,0
PI,1.024,1.286,86400,0.270,0.170,4-10-42,1,0,1.024,0,1.024,0,1.024,0
PTGX,1.000,1.000,90000,0.459,0.040,17-31-56,1,0,1.000,0,1.000,0,1.000,0
SCACU,1.001,1.006,236410,0.800,0.026,2-21,1,0,1.001,0,1.001,0,1.002,89
SELB,1.088,1.071,75000,0.279,0.029,26-32,1,0,1.088,0,1.088,0,1.088,0
STLRU,1.000,1.000,65000,0.766,0.027,13-70,1,0,1.000,0,1.000,0,1.000,0
SYRS,1.110,1.200,60000,0.176,0.016,4-41,1,6,1.110,6,1.133,53,1.320,196
TCMD,1.059,1.035,41400,0.240,0.023,4-6-11,1,0,1.059,0,1.059,0,1.148,281
TLND,1.012,1.537,145215,1.000,0.166,2-17-18-19,1,0,1.012,0,1.012,0,1.012,0
TPIC,1.088,1.037,71312,0.191,0.076,7-19,1,8,1.135,30,1.166,38,1.212,328
TRHC,1.100,1.225,63210,0.276,0.107,32-37,1,0,1.100,0,1.100,0,1.100,0
TTD,1.025,1.597,134166,1.000,0.130,3-10-18,1,0,1.039,30,1.041,36,1.057,306
TUSK,1.046,0.911,105865,0.207,0.122,1-17-312,1,1,1.046,1,1.046,1,1.046,1
TYHT,0.481,3.944,30409,0.081,0.001,45-307-313,1,-223,0.481,-223,0.481,-223,2.070,66
XOG,1.000,1.197,758333,0.235,0.095,1-2-17-18,1,0,1.000,0,1.000,0,1.011,109
ADSW,1.000,1.139,394625,0.230,0.122,1-17-21,2,0,1.000,0,1.000,0,1.049,222
APFH,1.010,1.119,437100,0.237,0.123,1-7-17,2,0,1.021,26,1.031,43,1.031,43
AZRE,1.017,0.896,54954,0.132,0.175,1-17,2,0,1.017,0,1.017,0,1.017,0
CWH,1.025,1.080,269886,0.617,0.148,2-19,2,3,1.025,3,1.025,3,1.025,3
ELF,1.072,1.412,199999,0.188,0.174,7-19,2,2,1.107,27,1.129,54,1.142,338
FBK,1.006,1.113,124411,0.255,0.127,19-32-35,2,0,1.006,0,1.006,0,1.006,0
GMRE,1.004,1.000,130434,0.833,0.036,12-40,2,2,1.004,2,1.004,2,1.005,378
HOME,1.014,1.083,140838,0.146,0.179,2-8,2,0,1.014,0,1.014,0,1.014,0
KDMN,1.016,0.963,72187,0.139,0.170,3-18,2,0,1.016,0,1.016,0,1.016,0
LN,1.059,1.279,1470000,0.167,0.104,7-49,2,1,1.059,1,1.059,1,1.059,1
MRT,1.017,0.958,229141,0.659,0.062,9-18-19-120,2,0,1.034,22,1.043,44,1.043,44
NBLX,1.025,1.178,331250,0.786,0.158,17-19-39,2,3,1.025,3,1.025,3,1.031,106
NTB,1.006,1.068,267021,0.200,0.106,2,2,2,1.008,24,1.008,24,1.011,85
PTHN,1.000,1.190,744047,0.212,0.146,3-7-19-32,2,0,1.000,0,1.000,0,1.000,0
TWLO,1.063,1.599,239899,1.000,0.179,2-19,2,2,1.077,29,1.077,29,1.234,323
VVV,1.017,1.095,723000,0.150,0.169,7-8-18,2,9,1.017,9,1.017,9,1.017,9
WAAS,1.052,1.167,136500,0.256,0.100,10-18-21,2,10,1.076,22,1.076,22,1.076,22
ZTO,1.000,0.944,1326640,1.000,0.138,7-135,2,0,1.000,0,1.003,32,1.003,32
BL,1.040,1.442,210872,0.174,0.144,2-19,1,2,1.040,2,1.050,37,1.050,37
CRSP,1.088,1.071,60000,0.102,0.047,4-17-18,1,2,1.088,2,1.088,2,1.088,2
FRTA,1.014,0.923,305956,0.289,0.093,1-2-18,1,0,1.014,0,1.014,0,1.014,0
GDS,1.018,1.000,192500,1.000,0.083,1-19,1,5,1.069,30,1.072,35,1.076,158
GTYHU,1.008,1.004,481919,0.800,0.014,18,1,0,1.008,0,1.008,0,1.008,0
IRTC,1.047,1.574,168367,0.298,0.139,7-19,1,0,1.047,0,1.047,0,1.047,0
QTNA,1.030,1.050,112560,0.204,0.171,7-17-21,1,0,1.030,0,1.030,0,1.030,0
RARX,1.018,1.089,99817,0.328,0.104,1-3-31,1,0,1.049,13,1.049,13,1.049,13
SND,1.033,0.936,120510,0.342,0.057,1-2-87,1,2,1.052,20,1.058,44,1.075,299
GOLF,1.021,1.000,328666,0.261,0.087,7-19,2,5,1.039,21,1.047,49,1.059,69
MYOV,1.033,1.000,217500,0.241,0.023,17-18-41-48,2,0,1.033,0,1.033,0,1.033,0
MTFB,1.029,0.791,13460,0.270,0.003,5-82-96,1,9,1.034,13,1.034,13,1.078,70
IIPR,1.013,1.012,67837,1.000,0.029,96-206,2,0,1.013,0,1.013,0,1.013,0
ATH,1.024,1.089,1176120,0.361,0.139,2-17-18-37,2,5,1.024,5,1.024,5,1.053,307
HUNTU,1.003,0.984,147600,0.800,0.067,7,1,0,1.003,0,1.006,57,1.014,228
WRD,1.050,1.047,431750,0.302,0.022,8-17-31,2,0,1.050,0,1.050,0,1.050,0
ICHR,1.063,1.139,60247,0.248,0.060,21-26,1,8,1.070,16,1.097,39,1.097,39
POLA,1.007,1.079,18120,0.245,0.016,14-294,1,0,1.007,0,1.007,0,1.219,243
SNES,1.033,1.031,15468,0.185,0.030,14,1,9,1.033,9,1.033,9,1.033,9
TIG,1.004,0.903,32200,0.185,0.067,8-11-41-49-123,1,0,1.004,0,1.004,0,1.004,0
TRVG,1.110,1.018,292433,1.000,0.083,2-7-19,1,8,1.110,8,1.110,8,1.110,8
HEBT,1.003,1.750,35000,0.294,0.000,321,1,9,1.003,9,1.003,9,1.003,9
GSHTU,1.012,1.016,381000,0.800,0.018,21,1,8,1.013,30,1.016,35,1.017,321
JAG,1.007,0.940,445550,0.150,0.136,1-18-19,2,0,1.009,28,1.009,28,1.030,214
FNTEU,1.002,1.010,154530,0.730,0.021,30,1,0,1.005,29,1.008,37,1.008,37
FRAC,1.009,1.158,588720,0.259,0.178,7-8-18-19,2,0,1.009,0,1.009,0,1.009,0
ANAB,1.055,1.067,80000,0.261,0.093,1-26-31,1,4,1.055,4,1.055,4,1.107,266
JNCE,1.028,1.125,114570,0.204,0.132,19-41,1,0,1.028,0,1.028,0,1.028,0
LAUR,1.036,0.893,437500,1.000,0.072,1-7-17,1,10,1.046,11,1.046,11,1.066,120
OBSV,1.016,0.886,85720,0.218,0.078,1-3-56,1,0,1.016,0,1.016,0,1.016,0
JELD,1.030,1.098,631250,0.238,0.127,17-18,2,0,1.030,0,1.030,0,1.071,324
REVG,1.002,1.170,321875,0.196,0.194,2-7-39,2,0,1.002,0,1.002,0,1.002,0
METC,1.016,1.078,87300,0.154,0.075,1-3-31,1,0,1.016,0,1.016,0,1.016,0
INVH,1.016,1.005,1547700,0.255,0.046,19-21,2,6,1.016,6,1.016,6,1.016,6
KRP,1.037,1.003,90300,0.306,0.034,10-26-38,2,7,1.052,22,1.062,33,1.156,374
CLPR,1.000,1.111,85500,0.335,0.020,38-120,2,0,1.000,0,1.000,0,1.000,0
FBM,1.003,1.129,202240,0.299,0.067,10-17-21,2,0,1.003,0,1.003,0,1.013,285
SNAP,1.050,1.412,4800000,0.302,0.132,2-7-19-21,2,3,1.059,30,1.059,30,1.085,169
HLNE,1.017,1.116,211968,0.696,0.116,7-19,1,10,1.036,20,1.036,20,1.036,20
ARD,1.014,1.155,355590,1.000,0.130,2-18-21,2,3,1.023,29,1.023,29,1.056,331
VLRX,1.000,0.950,49875,0.687,0.003,41-43,1,0,1.000,0,1.000,0,1.000,0
TRTX,1.008,0.980,215600,0.185,0.067,2-8-18-37,2,8,1.011,30,1.011,41,1.011,41
ADOM,1.117,1.450,20678,0.042,0.000,328,1,-307,1.117,-307,1.117,-307,1.117,-307
AKCA,1.043,1.016,127031,0.243,0.030,26-37-41,1,8,1.055,28,1.101,51,1.173,304
ALRN,1.018,0.917,51562,0.255,0.114,3-8,1,0,1.018,0,1.018,0,1.018,0
APPN,1.015,1.250,93750,1.000,0.154,2-7-17,1,8,1.033,29,1.082,60,1.117,189
ARGX,1.085,1.053,104983,0.226,0.026,4-41,1,5,1.085,5,1.117,47,1.397,299
ASV,1.005,1.064,28310,0.388,0.013,14,1,0,1.044,30,1.062,58,1.062,58
ATACU,1.002,1.005,40200,0.752,0.014,70,1,4,1.002,4,1.002,4,1.002,4
ATNX,1.017,1.091,72000,0.107,0.043,1-19-21,1,0,1.017,0,1.033,42,1.083,268
ATXI,1.129,1.267,41800,0.622,0.006,12-38,1,3,1.129,3,1.129,3,1.129,3
BCACU,1.002,1.010,53025,0.755,0.012,99,1,0,1.002,0,1.002,0,1.002,0
BOMN,1.153,1.000,85000,0.528,0.006,41,1,0,1.153,0,1.153,0,1.153,0
BYSI,1.050,1.000,3485,0.008,0.095,18-253,1,9,1.095,26,1.095,26,1.095,26
CATS,1.021,0.990,14843,0.201,0.005,294,1,6,1.021,6,1.021,6,1.095,336
CIFS,1.000,1.300,26300,0.088,0.001,45-328,1,0,1.000,0,1.000,0,1.000,0
CLXT,1.131,1.188,66500,0.263,0.027,1-3-18-37,1,10,1.225,25,1.225,25,1.251,270
CMTA,1.038,1.217,146000,0.262,0.080,7-56,1,7,1.038,7,1.038,7,1.038,7
CNACU,1.003,1.000,125000,0.775,0.037,41,1,4,1.003,4,1.003,4,1.003,4
CSSE,1.020,1.083,32500,1.322,0.018,115-329-330,1,0,1.020,0,1.020,0,1.020,0
DOVA,1.062,1.132,84988,0.177,0.089,3-19-56,1,10,1.081,12,1.081,12,1.081,12
ESQ,1.000,1.136,37585,0.345,0.013,34,1,0,1.000,0,1.000,0,1.000,0
FSACU,1.004,1.006,402400,0.800,0.010,8-18,1,6,1.004,6,1.004,6,1.008,317
GNTY,1.016,1.111,60000,0.186,0.021,34-55,1,8,1.022,19,1.022,19,1.022,19
GTHX,1.015,1.000,105000,0.255,0.095,19-41,1,2,1.015,2,1.015,2,1.016,291
IMRN,1.005,0.926,5642,1.000,0.046,331-332,1,1,1.005,1,1.005,1,1.005,1
INDUU,1.001,1.002,200400,0.800,0.051,120-221,1,0,1.001,0,1.002,41,1.003,358
KAACU,1.002,1.009,353150,0.800,0.024,1-18-21,1,0,1.002,0,1.002,0,1.002,0
KALA,1.072,1.113,100200,0.258,0.073,8-19,1,5,1.072,5,1.072,5,1.120,304
KBLMU,1.000,1.000,100000,0.772,0.097,96,1,0,1.001,23,1.001,23,1.001,23
MMDMU,1.003,1.009,181620,0.800,0.021,54,1,0,1.003,0,1.008,58,1.008,58
MPACU,1.004,1.000,300000,0.800,0.065,30,1,8,1.004,8,1.004,8,1.004,8
MRSN,1.025,0.950,71250,0.221,0.109,19-41-56,1,3,1.025,3,1.025,3,1.032,115
NCSM,1.015,1.176,190000,0.210,0.160,1-18-37,1,0,1.015,0,1.015,0,1.015,0
NEWA,1.257,1.464,10248,0.132,0.004,60,1,8,1.339,15,1.339,15,1.339,15
OKTA,1.040,1.386,259160,1.000,0.117,2-19-110,1,0,1.040,0,1.040,0,1.040,0
